00:00:03:029:360,2,0CF00400,0CF00400,CAN - EXT,8,21 95 95 FB 25 00 0F 95,Rx,
00:00:03:031:740,2,0CF00300,0CF00300,CAN - EXT,8,D0 3A 1D FF FF FF 77 FF,Rx,
00:00:03:036:710,2,18FEDF00,18FEDF00,CAN - EXT,8,87 A0 28 7D FB FF FF FF,Rx,
00:00:03:037:280,2,18FEE000,18FEE000,CAN - EXT,8,99 24 17 00 7E 24 17 00,Rx,
00:00:03:046:700,2,18FEF100,18FEF100,CAN - EXT,8,FC 20 09 00 00 5D 00 00,Rx,
00:00:03:049:280,2,0CF00400,0CF00400,CAN - EXT,8,51 95 95 65 26 00 0F 95,Rx,
00:00:03:051:770,2,18FDB300,18FDB300,CAN - EXT,8,3E 29 FF FF FF FF FF FF,Rx,
00:00:03:056:700,2,18FEDF00,18FEDF00,CAN - EXT,8,87 A0 28 7D FB FF FF FF,Rx,
00:00:03:069:160,2,0CF00400,0CF00400,CAN - EXT,8,41 95 95 B2 26 00 0F 95,Rx,
00:00:03:071:710,2,18FEF200,18FEF200,CAN - EXT,8,B7 00 FC 01 7D 06 FF FF,Rx,
00:00:03:076:780,2,18FEDF00,18FEDF00,CAN - EXT,8,87 A0 28 7D FB FF FF FF,Rx,
00:00:03:078:380,2,18F0010B,18F0010B,CAN - EXT,8,CF FF F0 FF FF CD FF FF,Rx,
00:00:03:081:700,2,0CF00300,0CF00300,CAN - EXT,8,D0 3A 1C FF FF FF 77 FF,Rx,
00:00:03:088:370,2,18FEBF0B,18FEBF0B,CAN - EXT,8,F0 09 88 72 84 66 FF FF,Rx,
00:00:03:089:240,2,0CF00400,0CF00400,CAN - EXT,8,41 95 95 EE 26 00 0F 95,Rx,
00:00:03:091:770,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:00:03:096:720,2,18FEDF00,18FEDF00,CAN - EXT,8,87 A0 28 7D FB FF FF FF,Rx,
00:00:03:109:140,2,0CF00400,0CF00400,CAN - EXT,8,41 96 95 10 27 00 0F 96,Rx,
00:00:03:116:720,2,18FEDF00,18FEDF00,CAN - EXT,8,87 A0 28 7D FB FF FF FF,Rx,
00:00:03:121:680,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:00:03:126:760,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF 2B 27 F0 CC FF,Rx,
00:00:03:129:250,2,0CF00400,0CF00400,CAN - EXT,8,61 95 95 21 27 00 0F 95,Rx,
00:00:03:131:720,2,0CF00300,0CF00300,CAN - EXT,8,D0 3A 1C FF FF FF 79 FF,Rx,
00:00:03:136:730,2,18FEDF00,18FEDF00,CAN - EXT,8,87 A0 28 7D FB FF FF FF,Rx,
00:00:03:137:310,2,18FEE000,18FEE000,CAN - EXT,8,99 24 17 00 7E 24 17 00,Rx,
00:00:03:146:740,2,18FEF100,18FEF100,CAN - EXT,8,FC 6C 09 00 00 5D 00 00,Rx,
00:00:03:149:280,2,0CF00400,0CF00400,CAN - EXT,8,61 95 95 2C 27 00 0F 95,Rx,
00:00:03:156:730,2,18FEDF00,18FEDF00,CAN - EXT,8,87 A0 28 7D FB FF FF FF,Rx,
00:00:03:169:210,2,0CF00400,0CF00400,CAN - EXT,8,61 95 95 2D 27 00 0F 95,Rx,
00:00:03:171:720,2,18FEF200,18FEF200,CAN - EXT,8,D5 00 BF 01 7D 06 FF FF,Rx,
00:00:03:176:810,2,18FEDF00,18FEDF00,CAN - EXT,8,87 A0 28 7D FB FF FF FF,Rx,
00:00:03:178:610,2,18F0010B,18F0010B,CAN - EXT,8,CF FF F0 FF FF CD FF FF,Rx,
00:00:03:181:740,2,0CF00300,0CF00300,CAN - EXT,8,D0 3A 1C FF FF FF 79 FF,Rx,
00:00:03:188:610,2,18FEBF0B,18FEBF0B,CAN - EXT,8,30 0A 8A 70 7C 66 FF FF,Rx,
00:00:03:189:200,2,0CF00400,0CF00400,CAN - EXT,8,61 95 95 08 27 00 0F 95,Rx,
00:00:03:191:810,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:00:03:196:750,2,18FEDF00,18FEDF00,CAN - EXT,8,87 A0 28 7D FB FF FF FF,Rx,
00:00:03:209:180,2,0CF00400,0CF00400,CAN - EXT,8,41 95 95 E5 26 00 0F 95,Rx,
00:00:03:216:750,2,18FEDF00,18FEDF00,CAN - EXT,8,87 A0 28 7D FB FF FF FF,Rx,
00:00:03:221:730,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:00:03:226:790,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF CB 26 F0 CC FF,Rx,
00:00:03:229:290,2,0CF00400,0CF00400,CAN - EXT,8,31 95 95 A1 26 00 0F 95,Rx,
00:00:03:231:730,2,0CF00300,0CF00300,CAN - EXT,8,D0 3A 1C FF FF FF 79 FF,Rx,
00:00:03:236:780,2,18FEDF00,18FEDF00,CAN - EXT,8,87 A0 28 7D FB FF FF FF,Rx,
00:00:03:237:360,2,18FEE000,18FEE000,CAN - EXT,8,99 24 17 00 7E 24 17 00,Rx,
00:00:03:246:750,2,18FEF100,18FEF100,CAN - EXT,8,FC 90 09 00 00 5D 00 00,Rx,
00:00:03:249:330,2,0CF00400,0CF00400,CAN - EXT,8,31 95 95 7D 26 00 0F 95,Rx,
00:00:03:256:760,2,18FEDF00,18FEDF00,CAN - EXT,8,87 A0 28 7D FB FF FF FF,Rx,
00:00:03:269:170,2,0CF00400,0CF00400,CAN - EXT,8,31 95 95 55 26 00 0F 95,Rx,
00:00:03:271:730,2,18FEF200,18FEF200,CAN - EXT,8,F2 00 94 01 7D 06 FF FF,Rx,
00:00:03:276:840,2,18FEDF00,18FEDF00,CAN - EXT,8,87 A0 28 7D FB FF FF FF,Rx,
00:00:03:278:870,2,18F0010B,18F0010B,CAN - EXT,8,CF FF F0 FF FF CD FF FF,Rx,
00:00:03:281:820,2,0CF00300,0CF00300,CAN - EXT,8,D0 39 1C FF FF FF 79 FF,Rx,
00:00:03:288:870,2,18FEBF0B,18FEBF0B,CAN - EXT,8,80 0A 87 73 7D 65 FF FF,Rx,
00:00:03:289:440,2,0CF00400,0CF00400,CAN - EXT,8,31 95 95 1D 26 00 0F 95,Rx,
00:00:03:291:830,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:00:03:296:790,2,18FEDF00,18FEDF00,CAN - EXT,8,87 A0 28 7D FB FF FF FF,Rx,
00:00:03:309:180,2,0CF00400,0CF00400,CAN - EXT,8,31 95 95 11 26 00 0F 95,Rx,
00:00:03:316:790,2,18FEDF00,18FEDF00,CAN - EXT,8,87 A0 28 7D FB FF FF FF,Rx,
00:00:03:321:750,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:00:03:326:830,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF 00 26 F0 CC FF,Rx,
00:00:03:329:340,2,0CF00400,0CF00400,CAN - EXT,8,31 95 95 E2 25 00 0F 95,Rx,
00:00:03:331:790,2,0CF00300,0CF00300,CAN - EXT,8,D0 39 1C FF FF FF 79 FF,Rx,
00:00:03:336:810,2,18FEDF00,18FEDF00,CAN - EXT,8,87 A0 28 7D FB FF FF FF,Rx,
00:00:03:337:390,2,18FEE000,18FEE000,CAN - EXT,8,99 24 17 00 7E 24 17 00,Rx,
00:00:03:346:790,2,18FEF100,18FEF100,CAN - EXT,8,FC F4 09 00 00 5D 00 00,Rx,
00:00:03:349:350,2,0CF00400,0CF00400,CAN - EXT,8,71 95 94 E9 25 00 0F 95,Rx,
00:00:03:356:800,2,18FEDF00,18FEDF00,CAN - EXT,8,87 A0 28 7D FB FF FF FF,Rx,
00:00:03:369:200,2,0CF00400,0CF00400,CAN - EXT,8,71 95 94 F6 25 00 0F 95,Rx,
00:00:03:371:770,2,18FEF200,18FEF200,CAN - EXT,8,CE 00 E8 01 7E 06 FF FF,Rx,
00:00:03:376:850,2,18FEDF00,18FEDF00,CAN - EXT,8,87 A0 28 7D FB FF FF FF,Rx,
00:00:03:379:120,2,18F0010B,18F0010B,CAN - EXT,8,CF FF F0 FF FF CD FF FF,Rx,
00:00:03:381:800,2,0CF00300,0CF00300,CAN - EXT,8,D0 38 1C FF FF FF 77 FF,Rx,
00:00:03:389:090,2,18FEBF0B,18FEBF0B,CAN - EXT,8,C0 0A 89 71 7B 63 FF FF,Rx,
00:00:03:389:660,2,0CF00400,0CF00400,CAN - EXT,8,21 95 95 FA 25 00 0F 95,Rx,
00:00:03:391:860,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:00:03:396:800,2,18FEDF00,18FEDF00,CAN - EXT,8,87 A0 28 7D FB FF FF FF,Rx,
00:00:03:401:890,2,18FD7C00,18FD7C00,CAN - EXT,8,F8 83 00 00 C3 0F E3 FF,Rx,
00:00:03:409:270,2,0CF00400,0CF00400,CAN - EXT,8,11 95 95 3B 26 00 0F 95,Rx,
00:00:03:413:050,2,18FECA00,18FECA00,CAN - EXT,8,00 FF 00 00 00 00 FF FF,Rx,
00:00:03:416:810,2,18FEDF00,18FEDF00,CAN - EXT,8,87 A0 28 7D FB FF FF FF,Rx,
00:00:03:421:770,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:00:03:426:840,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF 48 26 F0 CC FF,Rx,
00:00:03:429:350,2,0CF00400,0CF00400,CAN - EXT,8,01 95 95 53 26 00 0F 95,Rx,
00:00:03:431:790,2,0CF00300,0CF00300,CAN - EXT,8,D0 38 1C FF FF FF 77 FF,Rx,
00:00:03:436:830,2,18FEDF00,18FEDF00,CAN - EXT,8,87 A0 28 7D FB FF FF FF,Rx,
00:00:03:437:410,2,18FEE000,18FEE000,CAN - EXT,8,99 24 17 00 7E 24 17 00,Rx,
00:00:03:446:810,2,18FEF100,18FEF100,CAN - EXT,8,FC 18 0A 00 00 5D 00 00,Rx,
00:00:03:449:330,2,0CF00400,0CF00400,CAN - EXT,8,01 95 95 A2 26 00 0F 95,Rx,
00:00:03:456:830,2,18FEDF00,18FEDF00,CAN - EXT,8,87 A0 28 7D FB FF FF FF,Rx,
00:00:03:469:250,2,0CF00400,0CF00400,CAN - EXT,8,71 95 94 F7 26 00 0F 95,Rx,
00:00:03:471:810,2,18FEF200,18FEF200,CAN - EXT,8,D0 00 F0 01 7D 06 FF FF,Rx,
00:00:03:476:880,2,18FEDF00,18FEDF00,CAN - EXT,8,87 A0 28 7D FB FF FF FF,Rx,
00:00:03:479:360,2,18F0010B,18F0010B,CAN - EXT,8,CF FF F0 FF FF CD FF FF,Rx,
00:00:03:481:850,2,0CF00300,0CF00300,CAN - EXT,8,D0 38 1B FF FF FF 77 FF,Rx,
00:00:03:482:430,2,18FEEF00,18FEEF00,CAN - EXT,8,FF FF FF 75 60 7D FF FA,Rx,
00:00:03:489:240,2,0CF00400,0CF00400,CAN - EXT,8,71 95 94 39 27 00 0F 95,Rx,
00:00:03:489:810,2,18FEBF0B,18FEBF0B,CAN - EXT,8,D0 0A 8C 6E 7C 64 FF FF,Rx,
00:00:03:491:870,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:00:03:496:850,2,18FEDF00,18FEDF00,CAN - EXT,8,87 A0 28 7D FB FF FF FF,Rx,
00:00:03:506:820,2,18FEF600,18FEF600,CAN - EXT,8,FF 06 54 FF FF FF FF FF,Rx,
00:00:03:509:320,2,0CF00400,0CF00400,CAN - EXT,8,11 95 95 9D 27 00 0F 95,Rx,
00:00:03:516:840,2,18FEDF00,18FEDF00,CAN - EXT,8,88 A0 28 7D FB FF FF FF,Rx,
00:00:03:521:790,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:00:03:526:890,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF B8 27 F0 CC FF,Rx,
00:00:03:527:490,2,18FDB400,18FDB400,CAN - EXT,8,92 2A FF FF FF FF FF FF,Rx,
00:00:03:529:450,2,0CF00400,0CF00400,CAN - EXT,8,01 95 95 E7 27 00 0F 95,Rx,
00:00:03:531:870,2,0CF00300,0CF00300,CAN - EXT,8,D0 38 1B FF FF FF 79 FF,Rx,
00:00:03:536:890,2,18FEDF00,18FEDF00,CAN - EXT,8,88 A0 28 7D FB FF FF FF,Rx,
00:00:03:537:490,2,18FEE000,18FEE000,CAN - EXT,8,99 24 17 00 7E 24 17 00,Rx,
00:00:03:546:820,2,18FEF100,18FEF100,CAN - EXT,8,FC 2C 0A 00 00 5D 00 00,Rx,
00:00:03:549:390,2,0CF00400,0CF00400,CAN - EXT,8,71 95 94 54 28 00 0F 95,Rx,
00:00:03:551:880,2,18FEF700,18FEF700,CAN - EXT,8,FF FF FF FF 16 01 FF FF,Rx,
00:00:03:552:460,2,18FDB300,18FDB300,CAN - EXT,8,3A 29 FF FF FF FF FF FF,Rx,
00:00:03:556:860,2,18FEDF00,18FEDF00,CAN - EXT,8,88 A0 28 7D FB FF FF FF,Rx,
00:00:03:569:360,2,0CF00400,0CF00400,CAN - EXT,8,21 95 95 AF 28 00 0F 95,Rx,
00:00:03:571:830,2,18FEF200,18FEF200,CAN - EXT,8,CC 00 FD 01 7D 06 FF FF,Rx,
00:00:03:572:410,2,18FEEE00,18FEEE00,CAN - EXT,8,5A FF 7A 28 FF FF FF FF,Rx,
00:00:03:576:990,2,18FEDF00,18FEDF00,CAN - EXT,8,88 A0 28 7D FB FF FF FF,Rx,
00:00:03:579:600,2,18F0010B,18F0010B,CAN - EXT,8,CF FF F0 FF FF CD FF FF,Rx,
00:00:03:581:880,2,0CF00300,0CF00300,CAN - EXT,8,D0 38 1A FF FF FF 77 FF,Rx,
00:00:03:589:360,2,0CF00400,0CF00400,CAN - EXT,8,71 95 94 F9 28 00 0F 95,Rx,
00:00:03:589:930,2,18FEBF0B,18FEBF0B,CAN - EXT,8,E0 0A 87 73 7D 65 FF FF,Rx,
00:00:03:591:910,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:00:03:596:880,2,18FEDF00,18FEDF00,CAN - EXT,8,88 A0 28 7D FB FF FF FF,Rx,
00:00:03:597:490,2,18FEE400,18FEE400,CAN - EXT,8,FF 3F FC FC 00 7F FF FF,Rx,
00:00:03:609:290,2,0CF00400,0CF00400,CAN - EXT,8,31 95 95 3B 29 00 0F 95,Rx,
00:00:03:616:870,2,18FEDF00,18FEDF00,CAN - EXT,8,88 A0 28 7D FB FF FF FF,Rx,
00:00:03:621:850,2,18FEBD00,18FEBD00,CAN - EXT,8,00 F0 FF FF FF FF FF FF,Rx,
00:00:03:622:440,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:00:03:626:920,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF 61 29 F0 CC FF,Rx,
00:00:03:629:440,2,0CF00400,0CF00400,CAN - EXT,8,11 95 95 91 29 00 0F 95,Rx,
00:00:03:631:910,2,0CF00300,0CF00300,CAN - EXT,8,D0 38 1A FF FF FF 79 FF,Rx,
00:00:03:636:870,2,18FEDF00,18FEDF00,CAN - EXT,8,89 A0 28 7D FB FF FF FF,Rx,
00:00:03:637:450,2,18FEE000,18FEE000,CAN - EXT,8,99 24 17 00 7E 24 17 00,Rx,
00:00:03:641:920,2,18E0FF00,18E0FF00,CAN - EXT,8,00 FF FF FF FF FF FF FF,Rx,
00:00:03:646:850,2,18FEF100,18FEF100,CAN - EXT,8,FC 54 0A 00 00 5D 00 00,Rx,
00:00:03:649:440,2,0CF00400,0CF00400,CAN - EXT,8,11 95 95 E1 29 00 0F 95,Rx,
00:00:03:656:880,2,18FEDF00,18FEDF00,CAN - EXT,8,89 A0 28 7D FB FF FF FF,Rx,
00:00:03:661:970,2,18FEF500,18FEF500,CAN - EXT,8,C8 FF FF FF FF FF FF FF,Rx,
00:00:03:669:380,2,0CF00400,0CF00400,CAN - EXT,8,01 95 95 08 2A 00 0F 95,Rx,
00:00:03:671:860,2,18FEF200,18FEF200,CAN - EXT,8,C4 00 19 02 7D 06 FF FF,Rx,
00:00:03:677:040,2,18FEDF00,18FEDF00,CAN - EXT,8,89 A0 28 7D FB FF FF FF,Rx,
00:00:03:679:910,2,18F0010B,18F0010B,CAN - EXT,8,CF FF F0 FF FF CD FF FF,Rx,
00:00:03:681:920,2,0CF00300,0CF00300,CAN - EXT,8,D0 37 19 FF FF FF 79 FF,Rx,
00:00:03:689:370,2,0CF00400,0CF00400,CAN - EXT,8,11 95 95 41 2A 00 0F 95,Rx,
00:00:03:689:950,2,18FEBF0B,18FEBF0B,CAN - EXT,8,F0 0A 8A 70 82 64 FF FF,Rx,
00:00:03:691:950,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:00:03:696:890,2,18FEDF00,18FEDF00,CAN - EXT,8,89 A0 28 7D FB FF FF FF,Rx,
00:00:03:706:870,2,18FEC100,18FEC100,CAN - EXT,8,5D 90 42 02 F4 92 42 02,Rx,
00:00:03:709:380,2,0CF00400,0CF00400,CAN - EXT,8,11 95 95 5D 2A 00 0F 95,Rx,
00:00:03:716:910,2,18FEDF00,18FEDF00,CAN - EXT,8,89 A0 28 7D FB FF FF FF,Rx,
00:00:03:721:910,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:00:03:726:940,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF 7D 2A F0 CC FF,Rx,
00:00:03:729:440,2,0CF00400,0CF00400,CAN - EXT,8,61 95 94 8D 2A 00 0F 95,Rx,
00:00:03:731:880,2,0CF00300,0CF00300,CAN - EXT,8,D0 36 19 FF FF FF 79 FF,Rx,
00:00:03:736:900,2,18FEDF00,18FEDF00,CAN - EXT,8,89 A0 28 7D FB FF FF FF,Rx,
00:00:03:737:500,2,18FEE000,18FEE000,CAN - EXT,8,99 24 17 00 7E 24 17 00,Rx,
00:00:03:746:880,2,18FEF100,18FEF100,CAN - EXT,8,FC 74 0A 00 00 5D 00 00,Rx,
00:00:03:749:410,2,0CF00400,0CF00400,CAN - EXT,8,51 94 94 A4 2A 00 0F 94,Rx,
00:00:03:756:920,2,18FEDF00,18FEDF00,CAN - EXT,8,89 A0 28 7D FB FF FF FF,Rx,
00:00:03:769:360,2,0CF00400,0CF00400,CAN - EXT,8,21 94 94 A1 2A 00 0F 94,Rx,
00:00:03:771:890,2,18FEF200,18FEF200,CAN - EXT,8,E1 00 D8 01 7D 06 FF FF,Rx,
00:00:03:776:970,2,18FEDF00,18FEDF00,CAN - EXT,8,89 A0 28 7D FB FF FF FF,Rx,
00:00:03:780:180,2,18F0010B,18F0010B,CAN - EXT,8,CF FF F0 FF FF CD FF FF,Rx,
00:00:03:781:930,2,0CF00300,0CF00300,CAN - EXT,8,D0 34 18 FF FF FF 79 FF,Rx,
00:00:03:787:910,2,18E0FF28,18E0FF28,CAN - EXT,8,FF FF FF FF FF F0 FF FF,Rx,
00:00:03:789:360,2,0CF00400,0CF00400,CAN - EXT,8,11 94 94 A2 2A 00 0F 94,Rx,
00:00:03:790:230,2,18FEBF0B,18FEBF0B,CAN - EXT,8,10 0B 8A 70 7E 6A FF FF,Rx,
00:00:03:792:030,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:00:03:796:920,2,18FEDF00,18FEDF00,CAN - EXT,8,89 A0 28 7D FB FF FF FF,Rx,
00:00:03:809:420,2,0CF00400,0CF00400,CAN - EXT,8,01 94 94 A9 2A 00 0F 94,Rx,
00:00:03:816:930,2,18FEDF00,18FEDF00,CAN - EXT,8,89 A0 28 7D FB FF FF FF,Rx,
00:00:03:821:990,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:00:03:826:960,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF A9 2A F0 CC FF,Rx,
00:00:03:829:510,2,0CF00400,0CF00400,CAN - EXT,8,01 94 94 A9 2A 00 0F 94,Rx,
00:00:03:831:910,2,0CF00300,0CF00300,CAN - EXT,8,D0 33 18 FF FF FF 79 FF,Rx,
00:00:03:836:960,2,18FEDF00,18FEDF00,CAN - EXT,8,89 A0 28 7D FB FF FF FF,Rx,
00:00:03:837:530,2,18FEE000,18FEE000,CAN - EXT,8,99 24 17 00 7E 24 17 00,Rx,
00:00:03:846:920,2,18FEF100,18FEF100,CAN - EXT,8,FC B4 0A 00 00 5D 00 00,Rx,
00:00:03:849:510,2,0CF00400,0CF00400,CAN - EXT,8,51 94 93 85 2A 00 0F 94,Rx,
00:00:03:856:940,2,18FEDF00,18FEDF00,CAN - EXT,8,89 A0 28 7D FB FF FF FF,Rx,
00:00:03:869:500,2,0CF00400,0CF00400,CAN - EXT,8,31 93 93 73 2A 00 0F 93,Rx,
00:00:03:871:910,2,18FEF200,18FEF200,CAN - EXT,8,ED 00 CE 01 7D 06 FF FF,Rx,
00:00:03:877:020,2,18FEDF00,18FEDF00,CAN - EXT,8,89 A0 28 7D FB FF FF FF,Rx,
00:00:03:880:510,2,18F0010B,18F0010B,CAN - EXT,8,CF FF F0 FF FF CD FF FF,Rx,
00:00:03:881:960,2,0CF00300,0CF00300,CAN - EXT,8,D0 31 17 FF FF FF 7B FF,Rx,
00:00:03:889:400,2,0CF00400,0CF00400,CAN - EXT,8,21 93 93 5D 2A 00 0F 93,Rx,
00:00:03:890:540,2,18FEBF0B,18FEBF0B,CAN - EXT,8,40 0B 87 73 81 67 FF FF,Rx,
00:00:03:892:050,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:00:03:896:950,2,18FEDF00,18FEDF00,CAN - EXT,8,89 A0 28 7D FB FF FF FF,Rx,
00:00:03:909:470,2,0CF00400,0CF00400,CAN - EXT,8,41 92 92 4E 2A 00 0F 92,Rx,
00:00:03:916:950,2,18FEDF00,18FEDF00,CAN - EXT,8,89 A0 28 7D FB FF FF FF,Rx,
00:00:03:921:910,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:00:03:927:040,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF 44 2A F0 CC FF,Rx,
00:00:03:929:520,2,0CF00400,0CF00400,CAN - EXT,8,71 92 91 2C 2A 00 0F 92,Rx,
00:00:03:931:940,2,0CF00300,0CF00300,CAN - EXT,8,D0 2D 17 FF FF FF 7B FF,Rx,
00:00:03:936:960,2,18FEDF00,18FEDF00,CAN - EXT,8,89 A0 28 7D FB FF FF FF,Rx,
00:00:03:937:530,2,18FEE000,18FEE000,CAN - EXT,8,99 24 17 00 7E 24 17 00,Rx,
00:00:03:946:960,2,18FEF100,18FEF100,CAN - EXT,8,FC 00 0B 00 00 5D 00 00,Rx,
00:00:03:949:520,2,0CF00400,0CF00400,CAN - EXT,8,41 91 91 0B 2A 00 0F 91,Rx,
00:00:03:956:990,2,18FEDF00,18FEDF00,CAN - EXT,8,89 A0 28 7D FB FF FF FF,Rx,
00:00:03:969:430,2,0CF00400,0CF00400,CAN - EXT,8,01 91 91 D2 29 00 0F 91,Rx,
00:00:03:971:950,2,18FEF200,18FEF200,CAN - EXT,8,DE 00 F6 01 7D 06 FF FF,Rx,
00:00:03:977:060,2,18FEDF00,18FEDF00,CAN - EXT,8,89 A0 28 7D FB FF FF FF,Rx,
00:00:03:980:700,2,18F0010B,18F0010B,CAN - EXT,8,CF FF F0 FF FF CD FF FF,Rx,
00:00:03:982:000,2,0CF00300,0CF00300,CAN - EXT,8,D0 2A 15 FF FF FF 7B FF,Rx,
00:00:03:982:530,2,18FEEF00,18FEEF00,CAN - EXT,8,FF FF FF 79 64 7D FF FA,Rx,
00:00:03:989:390,2,0CF00400,0CF00400,CAN - EXT,8,11 91 91 C8 29 00 0F 91,Rx,
00:00:03:990:730,2,18FEBF0B,18FEBF0B,CAN - EXT,8,B0 0B 8C 6E 7C 5E FF FF,Rx,
00:00:03:992:040,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:00:03:996:970,2,18FEDF00,18FEDF00,CAN - EXT,8,89 A0 28 7D FB FF FF FF,Rx,
00:00:04:006:960,2,18FEF600,18FEF600,CAN - EXT,8,FF 07 54 FF FF FF FF FF,Rx,
00:00:04:009:450,2,0CF00400,0CF00400,CAN - EXT,8,71 91 90 C3 29 00 0F 91,Rx,
00:00:04:016:980,2,18FEDF00,18FEDF00,CAN - EXT,8,89 A0 28 7D FB FF FF FF,Rx,
00:00:04:021:940,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:00:04:027:040,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF BB 29 F0 CC FF,Rx,
00:00:04:027:630,2,18FDB400,18FDB400,CAN - EXT,8,C2 2A FF FF FF FF FF FF,Rx,
00:00:04:029:600,2,0CF00400,0CF00400,CAN - EXT,8,61 91 90 B9 29 00 0F 91,Rx,
00:00:04:032:040,2,0CF00300,0CF00300,CAN - EXT,8,D0 29 15 FF FF FF 7D FF,Rx,
00:00:04:036:990,2,18FEDF00,18FEDF00,CAN - EXT,8,89 A0 28 7D FB FF FF FF,Rx,
00:00:04:037:560,2,18FEE000,18FEE000,CAN - EXT,8,99 24 17 00 7E 24 17 00,Rx,
00:00:04:046:980,2,18FEF100,18FEF100,CAN - EXT,8,FC 24 0B 00 00 5D 00 00,Rx,
00:00:04:049:520,2,0CF00400,0CF00400,CAN - EXT,8,61 91 90 D4 29 00 0F 91,Rx,
00:00:04:052:050,2,18FDB300,18FDB300,CAN - EXT,8,3A 29 FF FF FF FF FF FF,Rx,
00:00:04:057:030,2,18FEDF00,18FEDF00,CAN - EXT,8,89 A0 28 7D FB FF FF FF,Rx,
00:00:04:069:400,2,0CF00400,0CF00400,CAN - EXT,8,41 90 90 EC 29 00 0F 90,Rx,
00:00:04:071:980,2,18FEF200,18FEF200,CAN - EXT,8,A9 00 A0 02 7D 06 FF FF,Rx,
00:00:04:077:080,2,18FEDF00,18FEDF00,CAN - EXT,8,89 A0 28 7D FB FF FF FF,Rx,
00:00:04:080:970,2,18F0010B,18F0010B,CAN - EXT,8,CF FF F0 FF FF CD FF FF,Rx,
00:00:04:082:100,2,0CF00300,0CF00300,CAN - EXT,8,D0 28 15 FF FF FF 7D FF,Rx,
00:00:04:089:480,2,0CF00400,0CF00400,CAN - EXT,8,31 90 90 1E 2A 00 0F 90,Rx,
00:00:04:090:990,2,18FEBF0B,18FEBF0B,CAN - EXT,8,A0 0B 8B 6F 85 65 FF FF,Rx,
00:00:04:092:070,2,18F00100,18F00100,CAN - EXT,8,FF FF FF CF 00 FF FF FF,Rx,
00:00:04:097:030,2,18FEDF00,18FEDF00,CAN - EXT,8,89 A0 28 7D FB FF FF FF,Rx,
00:00:04:109:420,2,0CF00400,0CF00400,CAN - EXT,8,21 90 90 58 2A 00 0F 90,Rx,
00:00:04:117:050,2,18FEDF00,18FEDF00,CAN - EXT,8,89 A0 28 7D FB FF FF FF,Rx,
00:00:04:121:970,2,18F0000F,18F0000F,CAN - EXT,8,F0 7D 7D FF 0F FF FF FF,Rx,
00:00:04:127:040,2,18FEF000,18FEF000,CAN - EXT,8,FF FF FF 73 2A F0 CC FF,Rx,
00:00:04:129:530,2,0CF00400,0CF00400,CAN - EXT,8,21 90 90 A9 2A 00 0F 90,Rx,
00:00:04:131:990,2,0CF00300,0CF00300,CAN - EXT,8,D0 28 14 FF FF FF 7D FF,Rx,
